"ID","low","medium","high"
111,0.55,0.344,0.106
112,0.572,0.278,0.15
113,0.152,0.556,0.292
114,0.284,0.534,0.182
115,0.944,0.036,0.02
116,0.398,0.39,0.212
117,0.504,0.372,0.124
118,0.472,0.282,0.246
119,0.058,0.452,0.49
120,0.154,0.764,0.082
121,0.702,0.212,0.086
122,0.876,0.054,0.07
123,0.192,0.484,0.324
124,0.384,0.314,0.302
125,0.742,0.11,0.148
126,0,0.254,0.746
127,0.148,0.7,0.152
128,0.44,0.27,0.29
129,0.52,0.328,0.152
130,0.504,0.432,0.064
131,0.24,0.372,0.388
132,0.102,0.254,0.644
133,0.214,0.192,0.594
134,0.676,0.276,0.048
135,0.44,0.438,0.122
136,0.682,0.252,0.066
137,0.764,0.17,0.066
138,0.71,0.158,0.132
139,0.948,0.052,0
140,0.98,0.018,0.002
141,0.452,0.296,0.252
142,0.412,0.504,0.084
143,0.47,0.292,0.238
144,0.444,0.426,0.13
145,0.504,0.41,0.086
146,0.61,0.306,0.084
147,0.168,0.42,0.412
148,0.472,0.29,0.238
149,0.112,0.742,0.146
150,0.69,0.274,0.036
151,0.176,0.194,0.63
152,0.512,0.258,0.23
153,0.268,0.58,0.152
154,0.822,0.156,0.022
155,0.304,0.284,0.412
156,0.44,0.364,0.196
157,0.828,0.076,0.096
158,0.556,0.266,0.178
159,0.708,0.178,0.114
160,0.31,0.3,0.39
161,0.416,0.254,0.33
162,0.774,0.142,0.084
163,0.57,0.298,0.132
164,0.034,0.32,0.646
165,0.896,0.078,0.026
166,0.064,0.848,0.088
167,0.446,0.41,0.144
168,0.202,0.248,0.55
169,0.026,0.688,0.286
170,0.872,0.11,0.018
171,0.09,0.736,0.174
172,0.404,0.292,0.304
173,0.318,0.358,0.324
174,0.462,0.322,0.216
175,0.03,0.158,0.812
176,0.112,0.37,0.518
177,0.008,0.202,0.79
178,0.644,0.28,0.076
179,0.384,0.452,0.164
180,0.29,0.47,0.24
181,0.666,0.284,0.05
182,0.05,0.464,0.486
183,0.132,0.566,0.302
184,0.314,0.59,0.096
185,0.058,0.46,0.482
186,0.514,0.458,0.028
187,0.016,0.232,0.752
188,0.238,0.476,0.286
189,0.066,0.314,0.62
190,0.376,0.22,0.404
191,0.868,0.102,0.03
192,0.518,0.42,0.062
193,0.35,0.348,0.302
194,0.22,0.462,0.318
195,0.762,0.2,0.038
196,0.036,0.584,0.38
197,0.202,0.49,0.308
198,0.408,0.326,0.266
199,0.238,0.078,0.684
200,0.802,0.116,0.082
201,0.676,0.196,0.128
202,0.72,0.206,0.074
203,0.138,0.386,0.476
204,0.786,0.202,0.012
205,0.002,0.042,0.956
206,0.19,0.262,0.548
207,0.054,0.332,0.614
208,0.072,0.158,0.77
209,0.83,0.162,0.008
210,0.362,0.562,0.076
211,0.17,0.282,0.548
212,0.898,0.062,0.04
213,0.466,0.316,0.218
214,0.262,0.378,0.36
215,0.21,0.412,0.378
216,0.08,0.354,0.566
217,0.218,0.566,0.216
218,0.224,0.62,0.156
219,0.57,0.184,0.246
220,0.504,0.45,0.046
221,0.28,0.108,0.612
222,0.026,0.448,0.526
223,0.89,0.07,0.04
224,0.054,0.252,0.694
225,0.14,0.442,0.418
226,0.392,0.426,0.182
227,0.354,0.404,0.242
228,0.338,0.392,0.27
229,0.146,0.85,0.004
230,0.774,0.134,0.092
231,0.322,0.232,0.446
232,0.114,0.234,0.652
233,0.202,0.266,0.532
234,0.47,0.434,0.096
235,0.476,0.262,0.262
236,0.222,0.282,0.496
237,0.12,0.262,0.618
238,0.312,0.304,0.384
239,0.964,0.034,0.002
240,0.44,0.254,0.306
241,0.228,0.472,0.3
242,0.386,0.406,0.208
243,0.494,0.2,0.306
244,0.486,0.436,0.078
245,0.27,0.328,0.402
246,0.322,0.376,0.302
247,0.294,0.462,0.244
248,0.348,0.512,0.14
249,0.744,0.242,0.014
250,0.28,0.486,0.234
251,0.414,0.392,0.194
252,0.104,0.394,0.502
253,0.632,0.192,0.176
254,0.488,0.358,0.154
255,0.18,0.236,0.584
256,0.368,0.508,0.124
257,0.238,0.662,0.1
258,0.64,0.266,0.094
259,0.096,0.802,0.102
260,0.066,0.242,0.692
261,0.086,0.334,0.58
262,0.198,0.304,0.498
263,0.248,0.62,0.132
264,0.114,0.758,0.128
265,0.518,0.336,0.146
266,0.388,0.296,0.316
267,0.39,0.566,0.044
268,0.044,0.878,0.078
269,0.988,0.01,0.002
270,0.704,0.182,0.114
271,0.618,0.26,0.122
272,0.154,0.612,0.234
273,0.694,0.252,0.054
274,0.178,0.234,0.588
275,0.11,0.416,0.474
276,0.226,0.36,0.414
277,0.038,0.384,0.578
278,0.118,0.73,0.152
279,0.018,0.498,0.484
280,0.756,0.224,0.02
281,0.352,0.29,0.358
282,0.56,0.294,0.146
283,0.948,0.048,0.004
284,0.878,0.092,0.03
285,0.206,0.262,0.532
286,0.028,0.566,0.406
287,0.164,0.428,0.408
288,0.128,0.35,0.522
289,0.044,0.258,0.698
290,0.064,0.538,0.398
291,0.61,0.316,0.074
292,0.014,0.114,0.872
293,0.192,0.37,0.438
294,0.84,0.132,0.028
295,0.562,0.334,0.104
296,0.25,0.368,0.382
297,0.236,0.674,0.09
298,0.086,0.284,0.63
299,0.054,0.196,0.75
300,0.616,0.242,0.142
301,0.028,0.366,0.606
302,0.316,0.492,0.192
303,0.012,0.562,0.426
304,0.766,0.174,0.06
305,0.624,0.218,0.158
306,0.07,0.534,0.396
307,0.182,0.454,0.364
308,0.386,0.58,0.034
309,0.412,0.438,0.15
310,0.492,0.266,0.242
311,0.478,0.508,0.014
312,0.352,0.222,0.426
313,0.13,0.41,0.46
314,0.092,0.768,0.14
315,0.024,0.074,0.902
316,0.26,0.472,0.268
317,0.338,0.342,0.32
318,0.468,0.41,0.122
319,0.144,0.514,0.342
320,0.294,0.66,0.046
321,0.06,0.142,0.798
322,0.462,0.206,0.332
323,0.036,0.18,0.784
324,0.84,0.122,0.038
325,0.1,0.316,0.584
326,0.228,0.454,0.318
327,0.382,0.476,0.142
328,0.058,0.822,0.12
329,0.524,0.368,0.108
330,0.498,0.41,0.092
331,0.05,0.464,0.486
332,0.734,0.166,0.1
333,0.068,0.38,0.552
334,0.284,0.576,0.14
335,0.008,0.02,0.972
336,0.142,0.796,0.062
337,0.25,0.542,0.208
338,0.16,0.302,0.538
339,0.268,0.606,0.126
340,0.908,0.048,0.044
341,0.21,0.572,0.218
342,0.686,0.24,0.074
343,0.416,0.514,0.07
344,0.288,0.442,0.27
345,0.032,0.22,0.748
346,0.42,0.426,0.154
347,0.46,0.416,0.124
348,0.386,0.414,0.2
349,0.326,0.574,0.1
350,0.41,0.336,0.254
351,0.416,0.446,0.138
352,0.218,0.684,0.098
353,0.086,0.166,0.748
354,0.044,0.05,0.906
355,0.48,0.474,0.046
356,0.156,0.214,0.63
357,0.058,0.09,0.852
358,0.238,0.504,0.258
359,0.552,0.206,0.242
360,0.596,0.196,0.208
361,0.144,0.146,0.71
362,0.01,0.1,0.89
363,0.48,0.304,0.216
364,0.596,0.33,0.074
365,0.616,0.172,0.212
366,0.158,0.402,0.44
367,0.182,0.34,0.478
368,0.808,0.08,0.112
369,0.288,0.292,0.42
370,0.142,0.612,0.246
371,0.026,0.184,0.79
372,0.62,0.23,0.15
373,0.598,0.312,0.09
374,0.168,0.638,0.194
375,0.936,0.062,0.002
376,0.07,0.726,0.204
377,0.45,0.436,0.114
378,0.23,0.212,0.558
379,0.16,0.546,0.294
380,0.164,0.436,0.4
381,0.856,0.126,0.018
382,0.386,0.38,0.234
383,0.258,0.596,0.146
384,0.722,0.216,0.062
385,0.93,0.06,0.01
386,0.21,0.144,0.646
387,0.152,0.708,0.14
388,0.118,0.774,0.108
389,0.374,0.52,0.106
390,0.036,0.05,0.914
391,0.17,0.336,0.494
392,0.316,0.478,0.206
393,0.482,0.464,0.054
394,0.698,0.282,0.02
395,0.17,0.112,0.718
396,0.144,0.34,0.516
397,0.208,0.472,0.32
398,0.614,0.208,0.178
399,0.35,0.36,0.29
400,0.792,0.146,0.062
401,0.738,0.16,0.102
402,0.45,0.484,0.066
403,0.52,0.182,0.298
404,0.512,0.278,0.21
405,0.038,0.146,0.816
406,0.028,0.964,0.008
407,0.898,0.092,0.01
408,0.78,0.134,0.086
409,0.61,0.246,0.144
410,0.126,0.458,0.416
411,0.182,0.566,0.252
412,0.436,0.426,0.138
413,0.07,0.198,0.732
414,0.784,0.158,0.058
415,0.796,0.152,0.052
416,0.484,0.318,0.198
417,0.608,0.212,0.18
418,0.44,0.51,0.05
419,0.452,0.184,0.364
420,0.084,0.678,0.238
421,0.61,0.288,0.102
422,0.364,0.35,0.286
423,0.644,0.322,0.034
424,0.562,0.126,0.312
425,0.52,0.35,0.13
426,0.45,0.298,0.252
427,0.004,0.828,0.168
428,0.22,0.398,0.382
429,0.014,0.066,0.92
430,0.718,0.216,0.066
431,0.762,0.176,0.062
432,0.782,0.182,0.036
433,0.282,0.476,0.242
434,0.08,0.152,0.768
435,0.79,0.112,0.098
436,0.544,0.15,0.306
437,0.306,0.358,0.336
438,0.29,0.548,0.162
439,0.128,0.426,0.446
440,0.18,0.268,0.552
441,0.014,0.114,0.872
442,0.254,0.486,0.26
443,0.388,0.442,0.17
444,0.42,0.338,0.242
445,0.922,0.044,0.034
446,0.006,0.646,0.348
447,0.524,0.428,0.048
448,0.646,0.268,0.086
449,0.676,0.23,0.094
450,0.162,0.666,0.172
451,0.554,0.318,0.128
452,0.422,0.38,0.198
453,0.592,0.296,0.112
454,0.238,0.502,0.26
455,0.682,0.306,0.012
456,0.644,0.14,0.216
457,0.132,0.132,0.736
458,0.588,0.306,0.106
459,0.418,0.414,0.168
460,0.214,0.192,0.594
461,0.266,0.524,0.21
462,0.742,0.184,0.074
463,0.308,0.3,0.392
464,0.944,0.046,0.01
465,0.132,0.578,0.29
466,0.454,0.452,0.094
467,0.354,0.398,0.248
468,0.352,0.402,0.246
469,0.076,0.302,0.622
470,0.052,0.452,0.496
471,0.612,0.278,0.11
472,0.438,0.306,0.256
473,0.556,0.144,0.3
474,0.502,0.408,0.09
475,0.936,0.034,0.03
476,0.492,0.294,0.214
477,0.542,0.382,0.076
478,0.03,0.806,0.164
479,0.706,0.15,0.144
480,0.23,0.57,0.2
481,0.984,0.014,0.002
482,0.184,0.586,0.23
483,0.568,0.374,0.058
484,0.104,0.386,0.51
485,0.298,0.346,0.356
486,0.358,0.488,0.154
487,0.178,0.604,0.218
488,0.086,0.738,0.176
489,0.14,0.374,0.486
490,0.444,0.474,0.082
491,0.142,0.712,0.146
492,0.732,0.248,0.02
493,0.714,0.114,0.172
494,0.276,0.392,0.332
495,0.134,0.436,0.43
496,0.694,0.116,0.19
497,0.606,0.256,0.138
498,0.08,0.124,0.796
499,0.364,0.288,0.348
500,0.936,0.036,0.028
501,0.18,0.414,0.406
502,0.08,0.1,0.82
503,0,0.01,0.99
504,0.486,0.414,0.1
505,0.108,0.8,0.092
506,0.07,0.162,0.768
507,0.704,0.268,0.028
508,0.224,0.28,0.496
509,0.034,0.32,0.646
510,0.504,0.344,0.152
511,0.074,0.094,0.832
512,0.126,0.296,0.578
513,0.196,0.362,0.442
514,0.206,0.792,0.002
515,0.276,0.322,0.402
516,0.47,0.434,0.096
517,0.532,0.362,0.106
518,0.26,0.13,0.61
519,0.95,0.046,0.004
520,0.41,0.416,0.174
521,0.214,0.512,0.274
522,0.684,0.248,0.068
523,0.834,0.156,0.01
524,0.184,0.48,0.336
525,0.972,0.022,0.006
526,0.382,0.49,0.128
527,0.462,0.452,0.086
528,0.03,0.198,0.772
529,0.004,0.114,0.882
530,0.924,0.046,0.03
531,0.21,0.512,0.278
532,0.274,0.3,0.426
533,0.066,0.536,0.398
534,0.332,0.52,0.148
535,0.102,0.286,0.612
536,0.28,0.38,0.34
537,0.704,0.218,0.078
538,0.196,0.556,0.248
539,0.864,0.084,0.052
540,0.56,0.31,0.13
541,0.078,0.126,0.796
542,0.572,0.174,0.254
543,0.576,0.24,0.184
544,0.066,0.498,0.436
545,0.034,0.86,0.106
546,0.416,0.426,0.158
547,0.472,0.39,0.138
548,0.682,0.268,0.05
549,0.368,0.496,0.136
550,0.046,0.32,0.634
551,0.104,0.678,0.218
552,0.38,0.446,0.174
553,0.662,0.274,0.064
554,0.794,0.186,0.02
555,0.016,0.074,0.91
556,0.254,0.46,0.286
557,0.314,0.362,0.324
558,0.216,0.38,0.404
559,0.564,0.406,0.03
560,0.464,0.416,0.12
561,0.42,0.53,0.05
562,0.03,0.08,0.89
563,0.762,0.184,0.054
564,0.234,0.684,0.082
565,0.05,0.586,0.364
566,0.496,0.398,0.106
567,0.174,0.718,0.108
568,0.338,0.398,0.264
569,0.146,0.33,0.524
570,0.862,0.094,0.044
571,0.598,0.346,0.056
572,0.452,0.462,0.086
573,0.172,0.26,0.568
574,0.138,0.338,0.524
575,0.466,0.37,0.164
576,0.092,0.534,0.374
577,0.848,0.108,0.044
578,0.22,0.396,0.384
579,0.924,0.068,0.008
580,0.2,0.342,0.458
581,0.232,0.636,0.132
582,0.402,0.458,0.14
583,0.656,0.226,0.118
584,0.244,0.164,0.592
585,0.086,0.436,0.478
586,0.532,0.358,0.11
587,0.442,0.36,0.198
588,0.144,0.57,0.286
589,0.69,0.21,0.1
590,0.558,0.374,0.068
591,0.082,0.6,0.318
592,0.252,0.472,0.276
593,0.556,0.416,0.028
594,0.098,0.678,0.224
595,0.184,0.55,0.266
596,0.294,0.556,0.15
597,0.148,0.492,0.36
598,0.228,0.356,0.416
599,0.226,0.66,0.114
600,0.826,0.162,0.012
601,0.984,0.014,0.002
602,0.398,0.336,0.266
603,0.14,0.472,0.388
604,0.624,0.318,0.058
605,0.012,0.778,0.21
606,0.11,0.512,0.378
607,0.096,0.144,0.76
608,0.028,0.694,0.278
609,0.126,0.296,0.578
610,0.112,0.18,0.708
611,0.954,0.044,0.002
612,0.456,0.466,0.078
613,0.396,0.364,0.24
614,0.628,0.296,0.076
615,0.432,0.348,0.22
616,0.248,0.714,0.038
617,0.174,0.408,0.418
618,0.89,0.08,0.03
619,0.416,0.392,0.192
620,0.424,0.282,0.294
621,0.27,0.248,0.482
622,0.67,0.262,0.068
623,0.04,0.228,0.732
624,0.794,0.13,0.076
625,0.346,0.578,0.076
626,0.334,0.166,0.5
627,0.074,0.14,0.786
628,0.76,0.176,0.064
629,0.94,0.056,0.004
630,0.694,0.148,0.158
631,0.096,0.476,0.428
632,0.164,0.684,0.152
633,0.456,0.142,0.402
634,0.594,0.29,0.116
635,0.166,0.396,0.438
636,0.666,0.324,0.01
637,0.1,0.466,0.434
638,0.456,0.344,0.2
639,0.326,0.53,0.144
640,0.742,0.23,0.028
641,0.042,0.702,0.256
642,0.744,0.194,0.062
643,0.18,0.416,0.404
644,0.604,0.14,0.256
645,0.782,0.196,0.022
646,0.176,0.702,0.122
647,0.034,0.798,0.168
648,0.986,0.012,0.002
649,0.364,0.364,0.272
650,0.58,0.34,0.08
651,0.252,0.346,0.402
652,0.868,0.124,0.008
653,0.176,0.288,0.536
654,0.412,0.392,0.196
655,0.542,0.402,0.056
656,0.57,0.39,0.04
657,0.196,0.206,0.598
658,0.058,0.436,0.506
659,0.43,0.332,0.238
660,0.018,0.568,0.414
661,0.42,0.486,0.094
662,0.872,0.118,0.01
663,0.75,0.214,0.036
664,0.108,0.7,0.192
665,0.114,0.524,0.362
666,0.072,0.548,0.38
667,0.144,0.496,0.36
668,0.216,0.266,0.518
669,0.344,0.544,0.112
670,0.082,0.334,0.584
671,0.258,0.418,0.324
672,0.07,0.054,0.876
673,0.084,0.392,0.524
674,0.768,0.168,0.064
675,0.102,0.442,0.456
676,0.538,0.422,0.04
677,0.84,0.072,0.088
678,0.04,0.89,0.07
679,0.346,0.476,0.178
680,0.164,0.484,0.352
681,0,0.526,0.474
682,0.03,0.584,0.386
683,0.486,0.414,0.1
684,0.064,0.89,0.046
685,0.35,0.496,0.154
686,0.008,0.202,0.79
687,0.694,0.23,0.076
688,0.246,0.656,0.098
689,0.438,0.494,0.068
690,0.476,0.382,0.142
691,0.588,0.274,0.138
692,0.58,0.27,0.15
693,0.294,0.54,0.166
694,0.358,0.528,0.114
695,0.338,0.392,0.27
696,0.194,0.402,0.404
697,0.26,0.476,0.264
698,0.808,0.156,0.036
699,0.004,0.052,0.944
700,0.368,0.412,0.22
701,0.268,0.124,0.608
702,0.328,0.122,0.55
703,0.354,0.516,0.13
704,0.102,0.46,0.438
705,0.408,0.37,0.222
706,0.27,0.286,0.444
707,0.512,0.44,0.048
708,0.26,0.604,0.136
709,0.74,0.214,0.046
710,0.716,0.18,0.104
711,0.366,0.556,0.078
712,0.244,0.606,0.15
713,0.234,0.604,0.162
714,0.092,0.216,0.692
715,0.012,0.79,0.198
716,0.37,0.23,0.4
717,0.082,0.374,0.544
718,0.69,0.22,0.09
719,0.676,0.21,0.114
720,0.31,0.5,0.19
721,0.788,0.142,0.07
722,0.966,0.028,0.006
723,0.522,0.226,0.252
724,0.102,0.676,0.222
725,0.52,0.418,0.062
726,0.074,0.178,0.748
727,0.002,0.5,0.498
728,0.092,0.38,0.528
729,0.732,0.196,0.072
730,0.926,0.062,0.012
731,0.006,0.124,0.87
732,0.166,0.462,0.372
733,0.736,0.18,0.084
734,0.35,0.436,0.214
735,0.24,0.51,0.25
736,0.832,0.16,0.008
737,0.618,0.318,0.064
738,0.268,0.632,0.1
739,0.03,0.804,0.166
740,0.224,0.342,0.434
741,0.95,0.04,0.01
742,0.618,0.166,0.216
743,0.544,0.344,0.112
744,0.238,0.49,0.272
745,0.172,0.766,0.062
746,0.822,0.108,0.07
747,0.126,0.27,0.604
748,0.128,0.172,0.7
749,0.56,0.328,0.112
750,0.084,0.152,0.764
751,0.056,0.724,0.22
752,0.282,0.454,0.264
753,0.002,0.718,0.28
754,0.692,0.196,0.112
755,0.31,0.524,0.166
756,0.64,0.254,0.106
757,0.29,0.45,0.26
758,0.004,0.828,0.168
759,0.226,0.382,0.392
760,0.05,0.27,0.68
761,0.762,0.182,0.056
762,0.442,0.476,0.082
763,0.088,0.872,0.04
764,0.9,0.068,0.032
765,0.478,0.384,0.138
766,0.03,0.82,0.15
767,0.85,0.128,0.022
768,0.47,0.426,0.104
769,0.16,0.278,0.562
770,0.782,0.21,0.008
771,0.694,0.208,0.098
772,0.148,0.51,0.342
773,0.172,0.464,0.364
774,0.22,0.596,0.184
775,0.094,0.422,0.484
776,0.624,0.33,0.046
777,0.07,0.354,0.576
778,0.582,0.286,0.132
779,0.792,0.158,0.05
780,0.16,0.45,0.39
781,0.582,0.334,0.084
782,0.736,0.228,0.036
783,0.512,0.148,0.34
784,0.098,0.25,0.652
785,0.682,0.264,0.054
786,0.612,0.322,0.066
787,0.448,0.422,0.13
788,0.146,0.466,0.388
789,0.126,0.354,0.52
790,0.308,0.196,0.496
791,0.114,0.7,0.186
792,0.07,0.26,0.67
793,0.758,0.128,0.114
794,0.644,0.212,0.144
795,0.056,0.308,0.636
796,0.158,0.698,0.144
797,0.03,0.032,0.938
798,0.334,0.426,0.24
799,0.818,0.104,0.078
800,0.178,0.618,0.204
801,0.226,0.368,0.406
802,0.05,0.81,0.14
803,0.51,0.326,0.164
804,0.066,0.162,0.772
805,0.148,0.662,0.19
806,0.726,0.228,0.046
807,0.754,0.086,0.16
808,0.276,0.642,0.082
809,0.55,0.376,0.074
810,0.184,0.612,0.204
811,0.528,0.438,0.034
812,0.256,0.58,0.164
813,0.11,0.456,0.434
814,0.498,0.378,0.124
815,0.94,0.036,0.024
816,0.206,0.662,0.132
817,0.634,0.238,0.128
818,0.172,0.314,0.514
819,0.956,0.01,0.034
820,0.658,0.318,0.024
821,0.442,0.436,0.122
822,0.248,0.258,0.494
823,0.134,0.19,0.676
824,0.586,0.368,0.046
825,0.356,0.434,0.21
826,0.084,0.164,0.752
827,0.636,0.132,0.232
828,0.058,0.288,0.654
829,0.518,0.418,0.064
830,0.306,0.676,0.018
831,0.144,0.464,0.392
832,0.506,0.436,0.058
833,0.67,0.308,0.022
834,0.686,0.238,0.076
835,0.01,0.7,0.29
836,0.49,0.362,0.148
837,0.236,0.42,0.344
838,0.218,0.308,0.474
839,0.048,0.102,0.85
840,0.072,0.858,0.07
841,0.274,0.128,0.598
842,0.632,0.278,0.09
843,0.456,0.446,0.098
844,0.482,0.284,0.234
845,0.812,0.098,0.09
846,0.17,0.51,0.32
847,0.196,0.31,0.494
848,0.008,0.066,0.926
849,0.186,0.62,0.194
850,0.856,0.124,0.02
851,0.022,0.144,0.834
852,0.77,0.204,0.026
853,0.182,0.386,0.432
854,0.31,0.544,0.146
855,0.482,0.278,0.24
856,0.856,0.046,0.098
857,0.626,0.314,0.06
858,0.512,0.314,0.174
859,0.204,0.262,0.534
860,0.89,0.05,0.06
861,0.006,0.2,0.794
862,0.64,0.284,0.076
863,0.632,0.322,0.046
864,0.256,0.566,0.178
865,0.45,0.466,0.084
866,0.732,0.17,0.098
867,0.092,0.894,0.014
868,0.184,0.35,0.466
869,0.68,0.238,0.082
870,0.484,0.358,0.158
871,0.568,0.348,0.084
872,0.196,0.548,0.256
873,0.938,0.05,0.012
874,0.804,0.138,0.058
875,0.52,0.304,0.176
876,0.024,0.236,0.74
877,0.674,0.308,0.018
878,0.334,0.568,0.098
879,0.236,0.592,0.172
880,0.308,0.286,0.406
881,0.856,0.132,0.012
882,0.344,0.072,0.584
883,0.99,0.01,0
884,0.25,0.348,0.402
885,0.126,0.61,0.264
886,0.532,0.394,0.074
887,0.44,0.526,0.034
888,0.158,0.336,0.506
889,0.426,0.468,0.106
890,0.532,0.438,0.03
891,0.178,0.294,0.528
892,0.192,0.278,0.53
893,0.032,0.316,0.652
894,0.642,0.322,0.036
895,0.21,0.352,0.438
896,0.384,0.582,0.034
897,0.436,0.456,0.108
898,0.604,0.288,0.108
899,0.852,0.108,0.04
900,0.148,0.75,0.102
901,0.578,0.324,0.098
902,0.006,0.014,0.98
903,0.068,0.766,0.166
904,0.086,0.544,0.37
905,0.712,0.264,0.024
906,0.046,0.804,0.15
907,0.974,0.022,0.004
908,0.568,0.312,0.12
909,0.064,0.612,0.324
910,0.636,0.224,0.14
911,0.198,0.38,0.422
912,0.142,0.754,0.104
913,0.494,0.4,0.106
914,0.692,0.196,0.112
915,0.25,0.246,0.504
916,0.038,0.802,0.16
917,0.19,0.704,0.106
918,0.15,0.37,0.48
919,0.294,0.286,0.42
920,0.984,0.01,0.006
921,0.11,0.33,0.56
922,0.048,0.172,0.78
923,0.256,0.652,0.092
924,0.11,0.638,0.252
925,0.086,0.716,0.198
926,0.584,0.176,0.24
927,0.01,0.842,0.148
928,0.19,0.606,0.204
929,0.982,0.012,0.006
930,0.864,0.1,0.036
931,0.176,0.478,0.346
932,0.584,0.268,0.148
933,0.082,0.676,0.242
934,0.898,0.062,0.04
935,0.154,0.572,0.274
936,0.632,0.352,0.016
937,0.92,0.078,0.002
938,0.992,0.006,0.002
939,0.168,0.204,0.628
940,0.69,0.238,0.072
941,0.514,0.382,0.104
942,0.594,0.334,0.072
943,0.126,0.296,0.578
944,0.164,0.126,0.71
945,0.094,0.26,0.646
946,0.362,0.44,0.198
947,0.01,0.826,0.164
948,0.606,0.192,0.202
949,0.534,0.266,0.2
950,0.744,0.208,0.048
951,0.586,0.314,0.1
952,0.47,0.422,0.108
953,0.312,0.462,0.226
954,0.384,0.358,0.258
955,0.078,0.18,0.742
956,0.202,0.598,0.2
957,0.082,0.742,0.176
958,0.776,0.172,0.052
959,0.34,0.328,0.332
960,0.172,0.106,0.722
961,0.16,0.476,0.364
962,0.238,0.56,0.202
963,0,0.22,0.78
964,0.052,0.102,0.846
965,0.066,0.132,0.802
966,0.102,0.26,0.638
967,0.304,0.392,0.304
968,0.38,0.586,0.034
969,0.17,0.32,0.51
970,0.35,0.482,0.168
971,0.444,0.41,0.146
972,0.352,0.54,0.108
973,0.304,0.54,0.156
974,0.294,0.348,0.358
975,0.52,0.374,0.106
976,0.526,0.354,0.12
977,0.24,0.286,0.474
978,0.218,0.542,0.24
979,0.038,0.654,0.308
980,0.088,0.744,0.168
981,0.798,0.196,0.006
982,0.818,0.128,0.054
983,0.886,0.042,0.072
984,0.284,0.274,0.442
985,0.658,0.294,0.048
986,0.312,0.444,0.244
987,0.668,0.302,0.03
988,0.608,0.302,0.09
989,0.164,0.438,0.398
990,0.034,0.822,0.144
991,0.472,0.266,0.262
992,0.596,0.32,0.084
993,0.004,0.094,0.902
994,0.79,0.182,0.028
995,0.476,0.398,0.126
996,0.068,0.3,0.632
997,0.134,0.584,0.282
998,0.208,0.192,0.6
999,0.788,0.172,0.04
